,department_name,category_name,sub_category_name,link_url
969,Health & Beauty,Haircare & Styling,Hair Mousse,/health-and-beauty/haircare-and-styling/hair-mousse
970,Health & Beauty,Haircare & Styling,"Hair Putty, Clay & Gum",/health-and-beauty/haircare-and-styling/hair-putty-clay-and-gum
971,Health & Beauty,Haircare & Styling,Styling Texture Mists & Sprays,/health-and-beauty/haircare-and-styling/styling-texture-mists-and-sprays
972,Health & Beauty,Haircare & Styling,Dry Shampoo,/health-and-beauty/haircare-and-styling/dry-shampoo
973,Health & Beauty,Haircare & Styling,Hair Styling Appliances,/health-and-beauty/haircare-and-styling/hair-styling-appliances
974,Health & Beauty,Hair Colourants & Dyes,"Bleach, Removers, Toners & Highlights",/health-and-beauty/hair-colourants-and-dyes/bleach-removers-toners-and-highlights
975,Health & Beauty,Hair Colourants & Dyes,Permanent Hair Dye,/health-and-beauty/hair-colourants-and-dyes/permanent-hair-dye
976,Health & Beauty,Hair Colourants & Dyes,Semi Permanent Hair Dye,/health-and-beauty/hair-colourants-and-dyes/semi-permanent-hair-dye
977,Health & Beauty,Hair Colourants & Dyes,Root Touch Up,/health-and-beauty/hair-colourants-and-dyes/root-touch-up
978,Health & Beauty,Hair Colourants & Dyes,Vibrant Hair Colour Dye,/health-and-beauty/hair-colourants-and-dyes/vibrant-hair-colour-dye
979,Health & Beauty,Hair Colourants & Dyes,Black Hair Dye,/health-and-beauty/hair-colourants-and-dyes/black-hair-dye
980,Health & Beauty,Hair Colourants & Dyes,Brown Hair Dye,/health-and-beauty/hair-colourants-and-dyes/brown-hair-dye
981,Health & Beauty,Hair Colourants & Dyes,Red Hair Dye,/health-and-beauty/hair-colourants-and-dyes/red-hair-dye
982,Health & Beauty,Hair Colourants & Dyes,Blonde Hair Dye,/health-and-beauty/hair-colourants-and-dyes/blonde-hair-dye
983,Health & Beauty,Hair Colourants & Dyes,"Colour Care, Purple Shampoo & Conditioners",/health-and-beauty/hair-colourants-and-dyes/colour-care-purple-shampoo-and-conditioners
984,Health & Beauty,Hair Colourants & Dyes,Men's Hair Dye,/health-and-beauty/hair-colourants-and-dyes/men's-hair-dye
985,Health & Beauty,"Shower, Bath & Hand Hygiene",Bathroom Accessories,/health-and-beauty/shower-bath-and-hand-hygiene/bathroom-accessories
986,Health & Beauty,"Shower, Bath & Hand Hygiene",Shower,/health-and-beauty/shower-bath-and-hand-hygiene/shower
987,Health & Beauty,"Shower, Bath & Hand Hygiene",Bath,/health-and-beauty/shower-bath-and-hand-hygiene/bath
988,Health & Beauty,"Shower, Bath & Hand Hygiene",Handwash,/health-and-beauty/shower-bath-and-hand-hygiene/handwash
989,Health & Beauty,"Shower, Bath & Hand Hygiene","Hand Gel, Sanitiser & Wipes",/health-and-beauty/shower-bath-and-hand-hygiene/hand-gel-sanitiser-and-wipes
990,Health & Beauty,"Shower, Bath & Hand Hygiene",Sanitary Protection & Intimate Wash,/health-and-beauty/shower-bath-and-hand-hygiene/sanitary-protection-and-intimate-wash
991,Health & Beauty,"Shower, Bath & Hand Hygiene",Handwash & Shower Gel Refills,/health-and-beauty/shower-bath-and-hand-hygiene/handwash-and-shower-gel-refills
992,Health & Beauty,Deodorants,Body Spray,/health-and-beauty/deodorants/body-spray
993,Health & Beauty,Deodorants,Antiperspirant,/health-and-beauty/deodorants/antiperspirant
994,Health & Beauty,Deodorants,Stick Deodorant,/health-and-beauty/deodorants/stick-deodorant
995,Health & Beauty,Deodorants,Roll On Deodorant,/health-and-beauty/deodorants/roll-on-deodorant
996,Health & Beauty,Deodorants,Deodorant Refills,/health-and-beauty/deodorants/deodorant-refills
997,Health & Beauty,"Toothpaste, Mouthwash & Toothbrush",Dental Accessories & Floss,/health-and-beauty/toothpaste-mouthwash-and-toothbrush/dental-accessories-and-floss
998,Health & Beauty,"Toothpaste, Mouthwash & Toothbrush",Dentures,/health-and-beauty/toothpaste-mouthwash-and-toothbrush/dentures
999,Health & Beauty,"Toothpaste, Mouthwash & Toothbrush",Gum Health,/health-and-beauty/toothpaste-mouthwash-and-toothbrush/gum-health
1000,Health & Beauty,"Toothpaste, Mouthwash & Toothbrush",Kids,/health-and-beauty/toothpaste-mouthwash-and-toothbrush/kids
1001,Health & Beauty,"Toothpaste, Mouthwash & Toothbrush",Mouthwash,/health-and-beauty/toothpaste-mouthwash-and-toothbrush/mouthwash
1002,Health & Beauty,"Toothpaste, Mouthwash & Toothbrush",Sensitive,/health-and-beauty/toothpaste-mouthwash-and-toothbrush/sensitive
1003,Health & Beauty,"Toothpaste, Mouthwash & Toothbrush",Toothbrush,/health-and-beauty/toothpaste-mouthwash-and-toothbrush/toothbrush
1004,Health & Beauty,"Toothpaste, Mouthwash & Toothbrush",Toothpaste,/health-and-beauty/toothpaste-mouthwash-and-toothbrush/toothpaste
1005,Health & Beauty,"Toothpaste, Mouthwash & Toothbrush",Whitening,/health-and-beauty/toothpaste-mouthwash-and-toothbrush/whitening
1006,Health & Beauty,Women's Toiletries,Body Mist & Women's Perfume,/health-and-beauty/women's-toiletries/body-mist-and-women's-perfume
1007,Health & Beauty,Women's Toiletries,Deodorants,/health-and-beauty/women's-toiletries/deodorants
1008,Health & Beauty,Women's Toiletries,Face Wipes,/health-and-beauty/women's-toiletries/face-wipes
1009,Health & Beauty,Women's Toiletries,Shaving & Hair Removal,/health-and-beauty/women's-toiletries/shaving-and-hair-removal
1010,Health & Beauty,Women's Toiletries,Make Up Removers,/health-and-beauty/women's-toiletries/make-up-removers
1011,Health & Beauty,Women's Toiletries,Styling Products,/health-and-beauty/women's-toiletries/styling-products
1012,Health & Beauty,Women's Toiletries,Hairspray,/health-and-beauty/women's-toiletries/hairspray
1013,Health & Beauty,Women's Toiletries,Bladder Weakness,/health-and-beauty/women's-toiletries/bladder-weakness
1014,Health & Beauty,Women's Toiletries,Sanitary Protection & Intimate Wash,/health-and-beauty/women's-toiletries/sanitary-protection-and-intimate-wash
1015,Health & Beauty,Women's Toiletries,Period Store,/health-and-beauty/women's-toiletries/period-store
1016,Health & Beauty,Men's Toiletries,Skincare,/health-and-beauty/men's-toiletries/skincare
1017,Health & Beauty,Men's Toiletries,Shaving,/health-and-beauty/men's-toiletries/shaving
1018,Health & Beauty,Men's Toiletries,Beard,/health-and-beauty/men's-toiletries/beard
1019,Health & Beauty,Men's Toiletries,Hair Style & Wash,/health-and-beauty/men's-toiletries/hair-style-and-wash
1020,Health & Beauty,Men's Toiletries,Shower,/health-and-beauty/men's-toiletries/shower
1021,Health & Beauty,Men's Toiletries,Deodorants,/health-and-beauty/men's-toiletries/deodorants
1022,Health & Beauty,Men's Toiletries,Men's Bladder Weakness,/health-and-beauty/men's-toiletries/men's-bladder-weakness
1023,Health & Beauty,Men's Toiletries,Aftershave & Men's Fragrances,/health-and-beauty/men's-toiletries/aftershave-and-men's-fragrances
1024,Health & Beauty,Face Skincare,Skincare Face Masks,/health-and-beauty/face-skincare/skincare-face-masks
1025,Health & Beauty,Face Skincare,Make Up Remover,/health-and-beauty/face-skincare/make-up-remover
1026,Health & Beauty,Face Skincare,Face Wipes,/health-and-beauty/face-skincare/face-wipes
1027,Health & Beauty,Face Skincare,Face Cleansing,/health-and-beauty/face-skincare/face-cleansing
1028,Health & Beauty,Face Skincare,Face Cream & Moisturiser,/health-and-beauty/face-skincare/face-cream-and-moisturiser
1029,Health & Beauty,Face Skincare,Spot Treatment,/health-and-beauty/face-skincare/spot-treatment
1030,Health & Beauty,Face Skincare,Lip Balm,/health-and-beauty/face-skincare/lip-balm
1031,Health & Beauty,Face Skincare,Men's Skincare,/health-and-beauty/face-skincare/men's-skincare
1032,Health & Beauty,Body Skincare,Body Moisturiser,/health-and-beauty/body-skincare/body-moisturiser
1033,Health & Beauty,Body Skincare,Fake Tan,/health-and-beauty/body-skincare/fake-tan
1034,Health & Beauty,Body Skincare,Hand Cream,/health-and-beauty/body-skincare/hand-cream
1035,Health & Beauty,Makeup & Accessories,Beauty Accessories & Tools,/health-and-beauty/makeup-and-accessories/beauty-accessories-and-tools
1036,Health & Beauty,Makeup & Accessories,Face,/health-and-beauty/makeup-and-accessories/face
1037,Health & Beauty,Makeup & Accessories,Eyes,/health-and-beauty/makeup-and-accessories/eyes
1038,Health & Beauty,Makeup & Accessories,Lips,/health-and-beauty/makeup-and-accessories/lips
1039,Health & Beauty,Makeup & Accessories,Nail Polish & Care,/health-and-beauty/makeup-and-accessories/nail-polish-and-care
1040,Health & Beauty,Makeup & Accessories,Hair Accessories,/health-and-beauty/makeup-and-accessories/hair-accessories
1041,Health & Beauty,Makeup & Accessories,Rimmel,/health-and-beauty/makeup-and-accessories/rimmel
1042,Health & Beauty,"Perfumes, Aftershaves & Gift Sets",Perfumes & Aftershave,/health-and-beauty/perfumes-aftershaves-and-gift-sets/perfumes-and-aftershave
1043,Health & Beauty,"Perfumes, Aftershaves & Gift Sets",Gift Sets,/health-and-beauty/perfumes-aftershaves-and-gift-sets/gift-sets
1044,Health & Beauty,Suncare & Travel,Insect Repellent,/health-and-beauty/suncare-and-travel/insect-repellent
1045,Health & Beauty,Suncare & Travel,Travel Toiletries,/health-and-beauty/suncare-and-travel/travel-toiletries
1046,Health & Beauty,Suncare & Travel,Sun Cream & After Sun,/health-and-beauty/suncare-and-travel/sun-cream-and-after-sun
1047,Health & Beauty,Suncare & Travel,Fake Tan,/health-and-beauty/suncare-and-travel/fake-tan
1048,Health & Beauty,Suncare & Travel,Kids Sun Protection,/health-and-beauty/suncare-and-travel/kids-sun-protection
1049,Health & Beauty,"Vitamins, Minerals & Supplements",Sleep Aid & Stress,/health-and-beauty/vitamins-minerals-and-supplements/sleep-aid-and-stress
1050,Health & Beauty,"Vitamins, Minerals & Supplements",Multivitamins & Supplements,/health-and-beauty/vitamins-minerals-and-supplements/multivitamins-and-supplements
1051,Health & Beauty,"Vitamins, Minerals & Supplements",Pregnancy & Breast Feeding Vitamins & Supplements,/health-and-beauty/vitamins-minerals-and-supplements/pregnancy-and-breast-feeding-vitamins-and-supplements
1052,Health & Beauty,"Vitamins, Minerals & Supplements",Digestive Health,/health-and-beauty/vitamins-minerals-and-supplements/digestive-health
1053,Health & Beauty,"Vitamins, Minerals & Supplements","Hair, Skin & Nail Vitamins & Supplements",/health-and-beauty/vitamins-minerals-and-supplements/hair-skin-and-nail-vitamins-and-supplements
1054,Health & Beauty,"Vitamins, Minerals & Supplements",Kids Vitamins,/health-and-beauty/vitamins-minerals-and-supplements/kids-vitamins
1055,Health & Beauty,"Vitamins, Minerals & Supplements",Energy,/health-and-beauty/vitamins-minerals-and-supplements/energy
1056,Health & Beauty,"Vitamins, Minerals & Supplements",Cod Liver Oil & Omega 3,/health-and-beauty/vitamins-minerals-and-supplements/cod-liver-oil-and-omega-3
1057,Health & Beauty,"Vitamins, Minerals & Supplements",Heart Health,/health-and-beauty/vitamins-minerals-and-supplements/heart-health
1058,Health & Beauty,"Vitamins, Minerals & Supplements",Joint & Bone Care,/health-and-beauty/vitamins-minerals-and-supplements/joint-and-bone-care
1059,Health & Beauty,"Vitamins, Minerals & Supplements",Immune Support Vitamins & Supplements,/health-and-beauty/vitamins-minerals-and-supplements/immune-support-vitamins-and-supplements
1060,Health & Beauty,"Vitamins, Minerals & Supplements",Vitamin C,/health-and-beauty/vitamins-minerals-and-supplements/vitamin-c
1061,Health & Beauty,"Vitamins, Minerals & Supplements",Vitamin D,/health-and-beauty/vitamins-minerals-and-supplements/vitamin-d
1062,Health & Beauty,"Vitamins, Minerals & Supplements",At Home Testing Kits,/health-and-beauty/vitamins-minerals-and-supplements/at-home-testing-kits
1063,Health & Beauty,Medicine,"Ear Drops, Mouth Ulcers & Cold Sore Relief",/health-and-beauty/medicine/ear-drops-mouth-ulcers-and-cold-sore-relief
1064,Health & Beauty,Medicine,Heartburn & Indigestion,/health-and-beauty/medicine/heartburn-and-indigestion
1065,Health & Beauty,Medicine,Pain Relief & Pain Killers,/health-and-beauty/medicine/pain-relief-and-pain-killers
1066,Health & Beauty,Medicine,"Gel, Pad & Spray Pain Relief",/health-and-beauty/medicine/gel-pad-and-spray-pain-relief
1067,Health & Beauty,Medicine,Colds & Flu,/health-and-beauty/medicine/colds-and-flu
1068,Health & Beauty,Medicine,Cough,/health-and-beauty/medicine/cough
1069,Health & Beauty,Medicine,Sore Throat,/health-and-beauty/medicine/sore-throat
1070,Health & Beauty,Medicine,"Decongestants, Blocked Nose & Vapor Rub",/health-and-beauty/medicine/decongestants-blocked-nose-and-vapor-rub
1071,Health & Beauty,Medicine,"Hayfever, Allergy & Antihistamines",/health-and-beauty/medicine/hayfever-allergy-and-antihistamines
1072,Health & Beauty,Medicine,Kid's Medicine,/health-and-beauty/medicine/kid's-medicine
1073,Health & Beauty,Medicine,Skincare,/health-and-beauty/medicine/skincare
1074,Health & Beauty,Medicine,Women's Intimate Health,/health-and-beauty/medicine/women's-intimate-health
1075,Health & Beauty,Medicine,Digestive Health,/health-and-beauty/medicine/digestive-health
1076,Health & Beauty,Medicine,"First Aid, Plasters & Antiseptic",/health-and-beauty/medicine/first-aid-plasters-and-antiseptic
1077,Health & Beauty,Lifestyle & Wellbeing,Pregnancy,/health-and-beauty/lifestyle-and-wellbeing/pregnancy
1078,Health & Beauty,Lifestyle & Wellbeing,Stop Smoking,/health-and-beauty/lifestyle-and-wellbeing/stop-smoking
1079,Health & Beauty,Lifestyle & Wellbeing,"Condoms, Lubricants & Adult Devices",/health-and-beauty/lifestyle-and-wellbeing/condoms-lubricants-and-adult-devices
1080,Health & Beauty,Lifestyle & Wellbeing,Eye Care & Glasses,/health-and-beauty/lifestyle-and-wellbeing/eye-care-and-glasses
1081,Health & Beauty,Lifestyle & Wellbeing,Sports Nutrition,/health-and-beauty/lifestyle-and-wellbeing/sports-nutrition
1082,Health & Beauty,Lifestyle & Wellbeing,Footcare,/health-and-beauty/lifestyle-and-wellbeing/footcare
1083,Health & Beauty,Lifestyle & Wellbeing,Weight Management,/health-and-beauty/lifestyle-and-wellbeing/weight-management
1084,Health & Beauty,Lifestyle & Wellbeing,Healthcare Devices,/health-and-beauty/lifestyle-and-wellbeing/healthcare-devices
1085,Health & Beauty,Lifestyle & Wellbeing,"CBD Cannabidiol, Sleep Aids & Stress Relief",/health-and-beauty/lifestyle-and-wellbeing/cbd-cannabidiol-sleep-aids-and-stress-relief
1086,Health & Beauty,Lifestyle & Wellbeing,At Home Testing Kits,/health-and-beauty/lifestyle-and-wellbeing/at-home-testing-kits
1087,Health & Beauty,Face Coverings & Covid Tests,Face Coverings,/health-and-beauty/face-coverings-and-covid-tests/face-coverings
1088,Health & Beauty,Face Coverings & Covid Tests,Hand Sanitiser,/health-and-beauty/face-coverings-and-covid-tests/hand-sanitiser
1089,Health & Beauty,Face Coverings & Covid Tests,Covid Tests,/health-and-beauty/face-coverings-and-covid-tests/covid-tests
1090,Pets,Christmas for Pets,Christmas for Dogs,/pets/christmas-for-pets/christmas-for-dogs
1091,Pets,Christmas for Pets,Christmas for Cats,/pets/christmas-for-pets/christmas-for-cats
1092,Pets,Cat Food & Accessories,Luxury Cat Food,/pets/cat-food-and-accessories/luxury-cat-food
1093,Pets,Cat Food & Accessories,Cat Treats & Cat Milk,/pets/cat-food-and-accessories/cat-treats-and-cat-milk
1094,Pets,Cat Food & Accessories,Wet Cat Food,/pets/cat-food-and-accessories/wet-cat-food
1095,Pets,Cat Food & Accessories,Cat Dry Food & Cat Biscuits,/pets/cat-food-and-accessories/cat-dry-food-and-cat-biscuits
1096,Pets,Cat Food & Accessories,Advanced Nutrition Cat Food,/pets/cat-food-and-accessories/advanced-nutrition-cat-food
1097,Pets,Cat Food & Accessories,Natural Cat Food,/pets/cat-food-and-accessories/natural-cat-food
1098,Pets,Cat Food & Accessories,Complementary Cat Food,/pets/cat-food-and-accessories/complementary-cat-food
1099,Pets,Cat Food & Accessories,Kitten Food (0-12 Months),/pets/cat-food-and-accessories/kitten-food-(0-12-months)
1100,Pets,Cat Food & Accessories,Senior Cat Food (7+ Years),/pets/cat-food-and-accessories/senior-cat-food-(7+-years)
1101,Pets,Cat Food & Accessories,Bulk Cat Food,/pets/cat-food-and-accessories/bulk-cat-food
1102,Pets,Cat Food & Accessories,Cat Litter,/pets/cat-food-and-accessories/cat-litter
1103,Pets,Cat Food & Accessories,"Cat Toys, Healthcare & Accessories",/pets/cat-food-and-accessories/cat-toys-healthcare-and-accessories
1104,Pets,Dog Food & Accessories,Dry Dog Food & Mixer,/pets/dog-food-and-accessories/dry-dog-food-and-mixer
1105,Pets,Dog Food & Accessories,Wet Dog Food,/pets/dog-food-and-accessories/wet-dog-food
1106,Pets,Dog Food & Accessories,"Dog Treats, Dental, Chews & Biscuits",/pets/dog-food-and-accessories/dog-treats-dental-chews-and-biscuits
1107,Pets,Dog Food & Accessories,Natural & Grain Free Dog Food,/pets/dog-food-and-accessories/natural-and-grain-free-dog-food
1108,Pets,Dog Food & Accessories,Advanced Nutrition Dog Food,/pets/dog-food-and-accessories/advanced-nutrition-dog-food
1109,Pets,Dog Food & Accessories,Small Dog Food,/pets/dog-food-and-accessories/small-dog-food
1110,Pets,Dog Food & Accessories,Puppy Food (0-12 Months),/pets/dog-food-and-accessories/puppy-food-(0-12-months)
1111,Pets,Dog Food & Accessories,Senior Dog Food,/pets/dog-food-and-accessories/senior-dog-food
1112,Pets,Dog Food & Accessories,Bulk Dog Food,/pets/dog-food-and-accessories/bulk-dog-food
1113,Pets,Dog Food & Accessories,"Dog Toys, Healthcare & Accessories",/pets/dog-food-and-accessories/dog-toys-healthcare-and-accessories
1114,Pets,"Small Animal, Fish & Bird","Small Animal Food, Treats & Bedding",/pets/small-animal-fish-and-bird/small-animal-food-treats-and-bedding
1115,Pets,"Small Animal, Fish & Bird","Fish Food, Water Treatment & Accessories",/pets/small-animal-fish-and-bird/fish-food-water-treatment-and-accessories
1116,Pets,"Small Animal, Fish & Bird",Wild & Domestic Bird Food & Accessories,/pets/small-animal-fish-and-bird/wild-and-domestic-bird-food-and-accessories
1117,Pets,Last Chance To Buy,Last Chance To Buy,/pets/last-chance-to-buy/last-chance-to-buy
1118,Pets,Pet Cleaning,Pet Cleaner,/pets/pet-cleaning/pet-cleaner
1119,Pets,Pet Cleaning,Pet Carpet & Fabric Freshener,/pets/pet-cleaning/pet-carpet-and-fabric-freshener
1120,Household,Laundry,Fabric Conditioner,/household/laundry/fabric-conditioner
1121,Household,Laundry,Scent Boosters,/household/laundry/scent-boosters
1122,Household,Laundry,Washing Capsules & Pods,/household/laundry/washing-capsules-and-pods
1123,Household,Laundry,Washing Powder & Tablet,/household/laundry/washing-powder-and-tablet
1124,Household,Laundry,Washing Liquid & Gel,/household/laundry/washing-liquid-and-gel
1125,Household,Laundry,Non Bio & Sensitive Skin,/household/laundry/non-bio-and-sensitive-skin
1126,Household,Laundry,Delicate & Hand Wash,/household/laundry/delicate-and-hand-wash
1127,Household,Laundry,Stain Remover & Colour Care,/household/laundry/stain-remover-and-colour-care
1128,Household,Laundry,Laundry Antibacterial Cleanser,/household/laundry/laundry-antibacterial-cleanser
1129,Household,Laundry,Washing Machine Cleaner & Limescale Prevention,/household/laundry/washing-machine-cleaner-and-limescale-prevention
1130,Household,Laundry,"Tumble Dryer Sheets, Ironing Aids & Fabric Freshener",/household/laundry/tumble-dryer-sheets-ironing-aids-and-fabric-freshener
1131,Household,Kitchen Roll,Small Packs (Single Roll),/household/kitchen-roll/small-packs-(single-roll)
1132,Household,Kitchen Roll,Medium Packs (2-3 Rolls),/household/kitchen-roll/medium-packs-(2-3-rolls)
1133,Household,Kitchen Roll,Large Packs (4+ Rolls),/household/kitchen-roll/large-packs-(4+-rolls)
1134,Household,Kitchen Roll,Larger Roll Packs (Jumbo Rolls),/household/kitchen-roll/larger-roll-packs-(jumbo-rolls)
1135,Household,Toilet Roll,Quilted Toilet Roll,/household/toilet-roll/quilted-toilet-roll
1136,Household,Toilet Roll,Lotioned Toilet Roll,/household/toilet-roll/lotioned-toilet-roll
1137,Household,Toilet Roll,Standard Toilet Roll,/household/toilet-roll/standard-toilet-roll
1138,Household,Toilet Roll,Moist Toilet Tissue,/household/toilet-roll/moist-toilet-tissue
1139,Household,Toilet Roll,Tubeless & Longer Rolls,/household/toilet-roll/tubeless-and-longer-rolls
1140,Household,Toilet Roll,2-4 Roll,/household/toilet-roll/2-4-roll
1141,Household,Toilet Roll,6-12 Roll,/household/toilet-roll/6-12-roll
1142,Household,Toilet Roll,16 Roll +,/household/toilet-roll/16-roll-+
1143,Household,Facial Tissue & Hand Wipes,Box & Cube Tissues,/household/facial-tissue-and-hand-wipes/box-and-cube-tissues
1144,Household,Facial Tissue & Hand Wipes,Pocket & Travel Tissues,/household/facial-tissue-and-hand-wipes/pocket-and-travel-tissues
1145,Household,Facial Tissue & Hand Wipes,Balsam & Allergy Tissues,/household/facial-tissue-and-hand-wipes/balsam-and-allergy-tissues
1146,Household,Facial Tissue & Hand Wipes,"Hand Wipes, Towels & Antibacterial Tissues",/household/facial-tissue-and-hand-wipes/hand-wipes-towels-and-antibacterial-tissues
1147,Household,Cleaning,Cleaning & Antibacterial Sprays & Liquids,/household/cleaning/cleaning-and-antibacterial-sprays-and-liquids
1148,Household,Cleaning,Cleaning & Antibacterial Wipes,/household/cleaning/cleaning-and-antibacterial-wipes
1149,Household,Cleaning,Bleach & Toilet Cleaner,/household/cleaning/bleach-and-toilet-cleaner
1150,Household,Cleaning,Hob & Oven Cleaner,/household/cleaning/hob-and-oven-cleaner
1151,Household,Cleaning,Sink & Drain Unblockers,/household/cleaning/sink-and-drain-unblockers
1152,Household,Cleaning,Floor & Carpet Cleaner,/household/cleaning/floor-and-carpet-cleaner
1153,Household,Cleaning,Furniture Polish & Specialist Cleaner,/household/cleaning/furniture-polish-and-specialist-cleaner
1154,Household,Cleaning,Glass & Window Cleaner,/household/cleaning/glass-and-window-cleaner
1155,Household,Cleaning,"Cloths, Scourers & Dusters",/household/cleaning/cloths-scourers-and-dusters
1156,Household,Cleaning,Limescale Remover,/household/cleaning/limescale-remover
1157,Household,Cleaning,Gloves,/household/cleaning/gloves
1158,Household,Kitchen Cleaners,Kitchen Spray Cleaners & Antibacterial Wipes,/household/kitchen-cleaners/kitchen-spray-cleaners-and-antibacterial-wipes
1159,Household,Kitchen Cleaners,"Oven, Stainless Steel & Specialist Cleaner",/household/kitchen-cleaners/oven-stainless-steel-and-specialist-cleaner
1160,Household,Kitchen Cleaners,Sink & Drain Unblockers,/household/kitchen-cleaners/sink-and-drain-unblockers
1161,Household,Kitchen Cleaners,Dishwashing,/household/kitchen-cleaners/dishwashing
1162,Household,Kitchen Cleaners,Kitchen Cleaning Accessories,/household/kitchen-cleaners/kitchen-cleaning-accessories
1163,Household,Bathroom Cleaners & Toilet Care,Bleach,/household/bathroom-cleaners-and-toilet-care/bleach
1164,Household,Bathroom Cleaners & Toilet Care,Toilet Cleaners,/household/bathroom-cleaners-and-toilet-care/toilet-cleaners
1165,Household,Bathroom Cleaners & Toilet Care,Bathroom & Shower Spray Cleaners & Wipes,/household/bathroom-cleaners-and-toilet-care/bathroom-and-shower-spray-cleaners-and-wipes
1166,Household,Bathroom Cleaners & Toilet Care,Sink & Drain Unblockers,/household/bathroom-cleaners-and-toilet-care/sink-and-drain-unblockers
1167,Household,Bathroom Cleaners & Toilet Care,Limescale Remover,/household/bathroom-cleaners-and-toilet-care/limescale-remover
1168,Household,Bathroom Cleaners & Toilet Care,Bathroom Cleaning Aids,/household/bathroom-cleaners-and-toilet-care/bathroom-cleaning-aids
1169,Household,Bathroom Cleaners & Toilet Care,Toilet Brushes & Roll Holders,/household/bathroom-cleaners-and-toilet-care/toilet-brushes-and-roll-holders
1170,Household,Dishwashing,Washing Up Liquid,/household/dishwashing/washing-up-liquid
1171,Household,Dishwashing,Dishwasher Tablets & Powder,/household/dishwashing/dishwasher-tablets-and-powder
1172,Household,Dishwashing,"Dishwasher Cleaner, Rinse Aid & Salt",/household/dishwashing/dishwasher-cleaner-rinse-aid-and-salt
1173,Household,Dishwashing,Dishwashing Aids,/household/dishwashing/dishwashing-aids
1174,Household,Air Fresheners & Home Fragrance,Plug In & Refills,/household/air-fresheners-and-home-fragrance/plug-in-and-refills
1175,Household,Air Fresheners & Home Fragrance,"Automatic Spray, Mist Diffuser & Refills",/household/air-fresheners-and-home-fragrance/automatic-spray-mist-diffuser-and-refills
1176,Household,Air Fresheners & Home Fragrance,Aerosol & Room Sprays,/household/air-fresheners-and-home-fragrance/aerosol-and-room-sprays
1177,Household,Air Fresheners & Home Fragrance,Scented Candles,/household/air-fresheners-and-home-fragrance/scented-candles
1178,Household,Air Fresheners & Home Fragrance,Reed Diffuser,/household/air-fresheners-and-home-fragrance/reed-diffuser
1179,Household,Air Fresheners & Home Fragrance,Gel Air Freshener,/household/air-fresheners-and-home-fragrance/gel-air-freshener
1180,Household,Air Fresheners & Home Fragrance,Carpet & Fabric Fresheners,/household/air-fresheners-and-home-fragrance/carpet-and-fabric-fresheners
1181,Household,Household Essentials,Shoe Care,/household/household-essentials/shoe-care
1182,Household,Household Essentials,Firelighters & Matches,/household/household-essentials/firelighters-and-matches
1183,Household,Household Essentials,Bin Liners,/household/household-essentials/bin-liners
1184,Household,Household Essentials,Rodent & Insect Killer,/household/household-essentials/rodent-and-insect-killer
1185,Household,Household Essentials,"Pegs, Hangers & Ironing Board Covers",/household/household-essentials/pegs-hangers-and-ironing-board-covers
1186,Household,Household Essentials,Sewing & Clothing Care,/household/household-essentials/sewing-and-clothing-care
1187,Household,Household Essentials,Door Mats,/household/household-essentials/door-mats
1188,Household,Household Essentials,Home Storage,/household/household-essentials/home-storage
1189,Household,Household Essentials,Vacuum & Vacuum Bags,/household/household-essentials/vacuum-and-vacuum-bags
1190,Household,Food Storage,Cling Film,/household/food-storage/cling-film
1191,Household,Food Storage,Food Storage,/household/food-storage/food-storage
1192,Household,Food Storage,Food & Freezer Bags,/household/food-storage/food-and-freezer-bags
1193,Household,Food Storage,Baking Paper,/household/food-storage/baking-paper
1194,Household,Food Storage,Foil Trays,/household/food-storage/foil-trays
1195,Household,Food Storage,Tin Foil,/household/food-storage/tin-foil
1196,Household,Food Storage,Slow Cooker,/household/food-storage/slow-cooker
1197,Household,Food Storage,Lunch Boxes & Water Bottles,/household/food-storage/lunch-boxes-and-water-bottles
1198,Household,Food Storage,Air Fryer Liner,/household/food-storage/air-fryer-liner
1199,Household,Food Storage,Water Bottles,/household/food-storage/water-bottles
1200,Household,Lightbulbs,Mini Globe Lightbulbs,/household/lightbulbs/mini-globe-lightbulbs
1201,Household,Lightbulbs,Specialist & Appliance Lightbulbs,/household/lightbulbs/specialist-and-appliance-lightbulbs
1202,Household,Lightbulbs,Classic Lightbulbs,/household/lightbulbs/classic-lightbulbs
1203,Household,Lightbulbs,Spotlights,/household/lightbulbs/spotlights
1204,Household,"Brushes, Mops & Buckets","Brushes, Mops & Buckets",/household/brushes-mops-and-buckets/brushes-mops-and-buckets
1205,Household,"Brushes, Mops & Buckets",Dust Pan & Brushes,/household/brushes-mops-and-buckets/dust-pan-and-brushes
1206,Home & Ents,Christmas Gifts,Film & TV Themed Gifts,/home-and-ents/christmas-gifts/film-and-tv-themed-gifts
1207,Home & Ents,Christmas Gifts,Food & Drink Gifts,/home-and-ents/christmas-gifts/food-and-drink-gifts
1208,Home & Ents,Christmas Gifts,Games & Puzzles,/home-and-ents/christmas-gifts/games-and-puzzles
1209,Home & Ents,Christmas Gifts,Pet Gifts,/home-and-ents/christmas-gifts/pet-gifts
1210,Home & Ents,Christmas Gifts,Stocking Fillers,/home-and-ents/christmas-gifts/stocking-fillers
1211,Home & Ents,Christmas Gifts,Tech & Gadget Gifts,/home-and-ents/christmas-gifts/tech-and-gadget-gifts
